word_token,upvote_sum,rating,word_rep_count,user_count
bakwas,55,1,76,71
email,2624,1,75,64
help,312,1,74,71
number,688,1,72,64
hrs,249,1,72,63
paise,54,1,71,60
login,204,1,71,64
complete,901,1,71,68
bekar,11,1,70,70
raha,46,1,70,54
got,194,1,70,66
earning,176,1,68,64
offer,557,1,67,54
more,894,1,66,64
day,379,1,66,55
there,423,1,66,61
much,615,1,65,63
same,1263,1,65,57
paisa,84,1,64,59
cant,131,1,63,62
some,950,1,62,57
phone,375,1,61,56
reedem,235,1,60,58
getting,589,1,60,55
faltu,9,1,60,58
too,333,1,60,57
pending,453,1,59,55
referral,51,1,59,52
our,409,1,58,52
pls,388,1,57,50
cash,284,1,57,53
reply,765,1,57,54
experience,2229,1,56,52
saying,1676,1,56,52
unable,597,1,54,54
otp,161,1,54,43
take,245,1,54,49
poor,387,1,53,52
work,193,1,53,50
seen,191,1,53,53
west,74,1,52,49
mat,122,1,52,51
how,769,1,51,47
people,1559,1,51,43
rha,42,1,51,41
hota,548,1,51,47
tell,1415,1,51,50
add,89,1,50,46
play,1205,1,50,49
watching,170,1,50,50
verifying,74,1,49,43
send,326,1,49,45
times,545,1,49,46
three,112,1,47,43
later,120,1,47,42
nothing,1194,1,47,43
really,524,1,47,45
store,1136,1,47,44
friends,131,1,47,45
installing,395,1,47,45
3hours,92,1,47,46
which,770,1,47,44
fix,202,1,46,45
first,662,1,46,45
mobile,170,1,45,44
withdrawal,143,1,45,43
been,2543,1,45,40
downloaded,527,1,45,43
......,483,1,45,44
sir,91,1,44,39
than,512,1,44,41
watch,121,1,44,42
make,597,1,44,44
friend,76,1,43,38
rupee,113,1,43,34
tasks,1370,1,43,41
think,297,1,43,41
response,820,1,43,41
used,1359,1,42,40
wasting,29,1,42,41
should,476,1,42,41
pay,171,1,42,36
said,231,1,41,38
fool,610,1,41,39
had,319,1,41,35
offers,162,1,41,32
information,146,1,41,40
refer,86,1,41,41
rewards,196,1,41,38
issue,1067,1,40,40
option,476,1,40,38
whenever,1167,1,40,40
opening,124,1,39,39
received,389,1,39,37
videos,302,1,39,37
last,272,1,38,38
given,174,1,38,36
mail,934,1,38,38
bhai,22,1,38,35
full,101,1,38,38
appp,6,1,37,36
earned,379,1,37,37
cheating,195,1,37,36
receive,67,1,36,34
gave,437,1,36,33
error,101,1,36,34
request,1018,1,36,34
wast,18,1,35,35
balance,135,1,35,33
per,58,1,34,34
karna,166,1,34,30
downloading,252,1,34,30
mera,3,1,34,32
details,311,1,33,31
kuch,84,1,33,29
transferred,725,1,33,28
using,618,1,33,33
ghatiya,18,1,32,31
about,325,1,32,32
everytime,295,1,32,31
them,937,1,32,27
such,443,1,32,31
transaction,469,1,32,32
other,609,1,32,31
kya,2,1,32,28
gives,36,1,32,30
karne,117,1,32,30
making,351,1,32,29
going,322,1,32,31
par,121,1,32,30
daily,502,1,32,29
aur,0,1,32,27
mere,46,1,31,30
something,57,1,31,31
register,456,1,30,28
has,538,1,30,29
loading,34,1,30,23
message,89,1,30,25
come,277,1,30,28
google,136,1,30,29
total,147,1,30,29
kar,14,1,30,27
failed,245,1,30,28
bahut,24,1,29,29
could,129,1,29,28
3hrs,134,1,29,28
sent,586,1,29,29
device,93,1,29,22
fully,414,1,29,27
kiya,12,1,29,24
ads,33,1,29,23
uninstall,200,1,29,28
wait,206,1,29,27
.......,1739,1,28,25
review,260,1,28,27
invite,39,1,28,24
tha,22,1,28,24
new,33,1,28,25
disgusting,1169,1,28,25
iam,160,1,28,23
most,373,1,28,28
completing,34,1,28,27
into,380,1,27,26
their,540,1,27,27
didnt,17,1,27,26
deta,60,1,27,26
0.01,34,1,27,27
done,474,1,27,26
these,357,1,27,25
single,222,1,27,27
100,62,1,27,26
scam,406,1,26,24
best,10,1,26,26
long,464,1,26,25
kro,32,1,26,24
apk,33,1,26,16
report,47,1,26,24
see,422,1,26,25
log,23,1,26,25
till,145,1,25,25
class,32,1,25,25
personal,72,1,25,22
froud,232,1,25,20
takes,282,1,25,25
collect,85,1,24,24
karo,0,1,24,23
less,66,1,24,24
know,544,1,24,23
thing,197,1,24,23
telling,281,1,24,20
bar,5,1,24,17
verification,11,1,24,24
baad,13,1,23,23
need,143,1,23,22
credit,11,1,23,21
contact,393,1,23,18
30rs,621,1,23,23
slow,10,1,23,23
rating,76,1,22,20
game,24,1,22,21
properly,3,1,22,22
before,49,1,22,22
stupid,13,1,22,21
hate,234,1,22,22
bed,6,1,22,21
out,280,1,22,21
change,117,1,22,21
between,107,1,22,21
milta,2,1,22,20
mila,0,1,22,22
here,921,1,22,22
customer,68,1,22,20
low,21,1,21,21
playstore,293,1,21,21
wasted,55,1,21,20
month,152,1,21,21
transferring,7,1,21,20
plzz,96,1,21,20
type,464,1,20,19
anything,64,1,20,19
wastage,2,1,20,19
coming,72,1,20,19
wrong,182,1,20,19
rhe,4,1,20,19
few,272,1,20,20
through,539,1,20,19
tak,6,1,20,18
user,134,1,19,19
next,5,1,19,19
while,283,1,19,17
delete,170,1,19,17
baar,8,1,19,15
starting,123,1,19,18
mai,7,1,19,13
world,0,1,19,19
trust,7,1,19,18
start,30,1,19,19
invalid,126,1,19,19
third,25,1,18,18
already,46,1,18,16
lot,113,1,18,17
credited,52,1,18,16
another,35,1,18,18
kare,27,1,18,17
hote,4,1,18,18
browse,79,1,18,16
sorry,388,1,18,18
doing,73,1,18,18
process,99,1,18,18
liye,1,1,17,16
would,334,1,17,17
lekin,98,1,17,16
company,174,1,17,17
bakwaas,0,1,17,17
din,3,1,17,16
krna,2,1,17,17
abhi,7,1,17,17
rahe,9,1,17,17
reviews,832,1,17,12
downlod,114,1,16,14
internet,139,1,16,15
registered,55,1,16,15
suggest,86,1,16,16
remove,271,1,16,16
'll,475,1,16,14
developer,347,1,16,16
sign,37,1,16,15
tym,97,1,16,15
pese,0,1,16,13
told,35,1,16,15
totaly,16,1,16,16
hell,73,1,16,16
since,125,1,16,16
krne,80,1,16,15
fooling,462,1,16,16
update,20,1,15,14
installation,16,1,15,15
cheat,151,1,15,12
hain,36,1,15,13
jab,20,1,15,14
better,356,1,15,14
permission,6,1,15,14
cheaters,9,1,15,14
being,475,1,15,14
tells,130,1,15,14
yet,46,1,15,15
who,424,1,15,14
real,19,1,15,15
two,306,1,15,14
've,107,1,15,12
hello,108,1,15,15
may,77,1,15,12
week,70,1,15,14
big,217,1,15,15
once,74,1,15,15
registration,57,1,14,13
hone,6,1,14,14
kind,175,1,14,14
redeeming,87,1,14,13
maine,6,1,14,13
sending,818,1,14,14
msg,183,1,14,11
stars,79,1,14,13
taking,39,1,14,14
completely,397,1,14,13
नहीं,27,1,14,12
everything,8,1,14,14
fir,0,1,14,13
click,4,1,14,14
developers,932,1,14,14
life,100,1,14,14
main,70,1,14,11
sab,58,1,14,13
logo,2,1,14,13
redeemed,111,1,13,13
disappointed,71,1,13,13
book,15,1,13,12
reach,99,1,13,13
waist,9,1,13,12
soon,89,1,13,13
added,3,1,13,13
yeh,66,1,13,11
worth,140,1,13,11
back,176,1,13,13
bana,5,1,13,12
pagal,17,1,13,11
bugs,194,1,13,12
rate,16,1,13,13
refral,1,1,13,13
solution,62,1,13,13
paying,14,1,13,10
minimum,361,1,13,13
........,120,1,13,13
enter,40,1,13,12
bug,95,1,13,13
allow,26,1,13,13
kam,35,1,13,13
dete,0,1,12,10
page,122,1,12,11
3rd,7,1,12,12
made,519,1,12,11
server,214,1,12,12
plzzz,56,1,12,10
everyone,56,1,12,12
shown,133,1,12,11
atleast,51,1,12,12
check,359,1,12,10
fak,0,1,12,9
bakvas,12,1,12,12
mene,5,1,12,12
bilkul,26,1,12,11
0.1,58,1,12,12
mony,40,1,12,12
stop,275,1,12,11
gaya,17,1,12,10
withdrawing,670,1,12,11
earnings,8,1,12,11
nehi,13,1,12,10
ask,3,1,12,12
care,120,1,12,12
zero,547,1,12,10
today,127,1,12,12
karta,122,1,12,12
hey,0,1,11,10
bcoz,3,1,11,11
stopped,237,1,11,9
khata,15,1,11,10
ago,135,1,11,11
completion,482,1,11,10
anyone,81,1,11,11
mujhe,0,1,11,11
saw,12,1,11,10
keep,282,1,11,11
diya,2,1,11,10
रहा,9,1,11,10
rewarded,4,1,11,9
isme,60,1,11,10
dnt,6,1,11,10
super,0,1,11,11
seems,31,1,11,11
reffer,4,1,11,10
friza,0,1,11,6
uninstalled,21,1,11,11
comes,48,1,11,11
verified,14,1,11,11
users,63,1,11,11
way,29,1,11,11
fast,101,1,11,11
invited,0,1,11,11
